Compound,mz,rt,UM1850B_ANGDT_0.25_mL_36_1_4792,UM1850B_ANGDT_0.25_mL_36_1_4802,UM1850B_ANGDT_0.25_mL_36_1_4815,UM1852B_Coculture_42_1_4685,UM1852B_Coculture_42_1_4695,UM1852B_Coculture_42_1_4709,UM1852B_Coculture_42_1_4785,UM1850B_ANGDT_48_1_4782,UM1850B_ANGDT_48_1_4794,UM1850B_ANGDT_48_1_4823,UM1852B_Coculture_0.25mgml_19_1_4812,UM1852B_Coculture_0.25mgml_19_1_4819,UM1852B_Coculture_0.25mgml_19_2_4820
2454,577.160266,491,1821.32,2804.35,1826.37,0,0,0,0,2043.49,2324.52,2261.3,1963.67,1803.82,2209.73
6243,522.240026,167.81,375.34,451.08,483.71,0,0,0,0,1846.39,1566.09,1683.71,476.79,0,465.11
3668,496.252546,129.75,0,0,0,464.09,564.09,570.65,0,0,0,0,0,0,0
7926,433.245386,189.83,0,0,0,1622.26,1930.72,1133.5,0,0,0,0,0,0,0
11157,495.287266,355.82,0,0,0,14325.28,13609.82,14261.56,0,0,0,0,0,0,0
6352,440.252616,170.06,0,0,0,0,0,0,0,0,0,0,0,0,0
9640,641.327896,220.58,0,0,0,0,0,0,0,0,0,0,0,0,0
11028,265.046376,311.38,0,0,0,1775.64,1970.29,2089.46,0,0,0,0,0,0,0
5259,407.243006,155.99,0,0,0,0,0,0,0,0,0,0,0,0,0
11439,600.470656,451.83,0,0,0,1181.27,1422.42,1494.58,0,0,0,0,0,0,0
3041,423.236386,54.42,0,0,0,0,0,0,0,0,0,0,0,0,0
4762,555.274486,147.79,0,0,0,0,0,0,0,1482.25,1427.48,1446.78,0,0,0
6851,489.234496,176.17,0,0,0,0,0,0,0,0,0,0,0,0,0
6770,388.189426,174.02,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,354.196216,283.38,0,0,0,0,0,0,0,0,0,0,0,0,0
7854,570.246436,190.54,0,0,0,1619.69,1849.74,2376.65,0,0,0,0,0,0,0
7640,677.312856,186.04,0,0,0,0,0,0,0,0,0,0,0,0,0
7687,528.338276,187.13,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,447.229596,60.66,0,0,0,0,0,0,0,0,0,0,0,0,0
6399,393.180696,168.61,0,0,0,0,0,0,0,616.37,703.91,579.86,0,0,0
7503,613.339426,183.7,0,0,0,0,0,0,0,1006.02,1121.65,1165.9,0,0,0
3005,436.174396,52.46,0,0,0,0,0,0,0,967.96,1063.69,1116.51,0,0,0
9923,623.336786,227.06,0,0,0,0,0,0,0,0,0,0,0,0,0
9489,542.393296,217.35,0,0,0,1215.71,0,740.87,0,0,0,0,0,0,0
6172,500.261986,166.66,0,0,0,0,0,0,0,612.17,0,0,0,0,0
643,701.347586,154.08,0,0,0,0,0,0,0,0,0,0,0,0,0
6289,399.206586,166.79,710.26,704.78,727.82,0,0,0,0,2186.98,2114.44,2174.28,650.63,624.48,608.71
8412,609.393736,197.76,0,0,0,0,0,0,0,0,0,0,0,0,0
9132,608.310446,210.64,0,0,0,0,0,0,0,0,0,0,0,0,0
4728,468.282366,147.12,0,0,0,0,0,0,0,0,0,0,0,0,0
4037,520.286086,138.16,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,186.188726,330.35,0,0,0,0,0,0,0,0,0,0,0,0,0
5038,515.354836,151.45,0,0,0,773.03,966.88,718.74,0,0,0,0,0,0,0
4374,299.084806,141.92,1092.03,986.87,1015.55,0,0,0,0,1452.89,1514.76,1324.63,1538.65,1224.15,1281.86
2347,326.388666,401.18,1099.5,1142.56,768.64,0,0,0,0,1245.6,1143.34,1357.64,1152.04,954.51,980.32
5684,544.242516,163.12,0,0,0,0,0,0,0,0,0,0,0,0,0
3225,574.128256,55.87,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,372.182386,43.73,0,0,0,0,0,0,0,0,0,0,0,0,0
4655,217.148766,148.66,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,622.223846,136.28,0,0,0,2304.92,2129.72,1471.1,0,0,0,0,0,0,0
2851,276.144416,49.75,0,0,0,1769.12,2094.41,1597.57,0,0,0,0,0,0,0
10681,471.281806,267.92,1168.27,1085.58,1243.06,0,0,0,0,3846.27,4163.12,4568.57,1067.79,969.23,895.39
9368,504.260516,215.17,0,0,0,0,0,0,0,1239.06,1198.3,1087.46,0,0,0
4662,578.283876,148.87,0,0,0,0,0,0,0,0,0,0,0,0,0
6817,562.321956,176.38,0,0,0,0,0,0,0,0,0,454.5,1035.72,1363.21,1959.06
9717,517.208746,222.74,0,0,0,0,0,0,0,0,0,0,0,0,0
7299,450.979196,181.8,743.7,1057.96,891.7,0,0,0,0,1272.82,1298.9,2245.31,1183.23,1226.63,1011.49
3263,155.144626,55.95,0,0,0,0,0,0,0,0,0,0,0,0,0
5682,391.238846,163.35,0,0,0,0,0,0,0,0,0,0,0,0,0
4761,447.170536,148.67,517.02,0,667.07,0,0,0,0,1371.7,1349.35,1635.94,0,0,0
9272,527.253816,211.51,0,0,0,0,0,0,0,0,0,0,0,0,0
6122,542.320246,166.84,0,0,0,0,0,0,0,0,0,0,0,0,0
5652,740.383206,161.72,0,0,0,0,0,0,0,0,0,0,0,0,0
9689,542.404696,221.6,0,0,0,4936.82,4852.02,5794.32,0,0,0,0,0,0,0
5011,545.234606,152.05,0,0,0,0,0,0,0,590.84,506.11,424.97,0,0,0
8949,546.288706,207.04,0,0,0,0,0,0,0,0,0,0,0,0,0
6484,691.367286,170.19,0,0,0,2060.34,1692.75,1808.72,0,0,0,0,0,0,0
9269,651.338146,212.13,0,0,0,0,0,0,0,0,0,0,0,0,0
108,691.330616,53.79,0,0,0,526.26,481.92,529.34,0,0,0,0,0,0,0
5864,410.206676,164.64,2423.29,2387.76,2566.03,0,0,0,0,8424.65,8082.31,7953.02,1524.38,1368.15,1094.9
10366,255.134396,242.6,0,0,0,0,0,0,0,0,0,0,0,0,0
8664,373.178676,203.06,0,0,0,0,0,0,0,0,0,0,0,0,0
8866,587.317126,205.45,0,0,0,0,0,0,0,0,0,0,0,0,0
7502,484.314836,184.65,0,0,0,2786.51,2084.25,2992.21,0,0,0,0,0,0,0
10920,422.303676,291.3,2005.41,2057.69,1606.77,0,0,0,0,6606.73,6462.03,6325.35,0,0,0
10041,471.120866,231.78,0,0,0,88830.77,81475.11,92888.67,0,0,0,0,0,0,0
8318,433.294476,198.06,0,0,0,0,0,0,0,0,0,0,0,0,0
10455,411.221086,247.93,0,0,0,0,0,0,0,0,0,0,0,0,0
9971,609.272836,228.35,0,0,0,0,0,0,0,1487.71,1929.04,1717.39,0,0,0
8346,595.379036,197.68,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,191.108216,189.01,0,0,0,0,0,0,0,0,0,0,0,0,0
5860,477.235246,162.34,0,0,0,0,0,0,0,0,514.55,416.19,0,0,0
9057,634.391306,207.51,0,0,0,0,0,0,0,0,0,0,0,0,0
5680,619.325666,163.45,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,277.981396,195.72,0,0,0,5706.45,5349.95,5511.64,0,0,0,0,0,0,0
11681,546.487556,501.4,0,0,0,0,0,0,0,0,922.53,0,0,0,914.12
5621,397.190566,160.32,0,0,0,0,0,0,0,0,0,0,0,0,0
7979,505.213806,190.72,0,0,0,2243.61,2412.57,2629.64,0,0,0,0,0,0,0
10847,479.051276,281.58,0,746.83,0,0,0,0,0,3945.67,3102.63,3330.83,804.56,725.15,0
1181,684.153436,191.35,736.81,755.13,0,0,0,0,0,0,526.95,971.07,0,0,0
9649,263.159236,221.82,0,0,0,0,0,0,0,0,0,0,0,0,0
2977,463.223006,52.14,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,429.370566,355.23,0,0,0,0,0,0,0,0,0,0,0,0,0
8136,212.150276,193.93,0,0,0,0,0,0,0,1011.89,1091.36,1128.26,0,0,0
9781,568.403976,223.64,0,0,0,0,0,0,0,0,0,0,0,0,0
5287,261.143986,157.25,0,0,0,0,0,0,0,0,0,0,0,0,0
5636,545.293466,162.28,0,0,0,0,0,0,0,0,393.87,0,0,0,0
9027,694.448666,208.42,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,720.465786,199.1,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,440.253986,137.69,0,0,0,0,0,0,0,0,0,0,0,0,0
2939,492.245536,50.59,0,0,0,0,0,0,0,0,0,0,0,0,0
5527,349.231546,158.94,0,0,0,0,0,0,0,0,0,0,0,0,0
8760,434.173246,204.48,0,0,0,0,0,0,0,0,0,0,0,0,0
6629,120.150896,172.2,0,0,0,0,0,0,0,0,0,0,0,0,0
6563,668.397396,171.11,0,0,0,0,0,0,0,0,0,0,0,0,0
10435,424.246376,244.96,0,0,0,0,0,0,0,0,0,0,0,0,0
3967,545.257346,137.71,0,0,0,18022.54,18654.07,18210.58,0,0,0,0,0,0,0
4707,518.279146,146.85,0,0,0,0,0,0,0,0,0,0,0,0,0
2759,557.257896,48.32,0,0,0,4932.88,4199.27,4180.94,0,0,0,0,0,0,0
11579,445.247746,483.13,0,0,0,661.91,716.92,634.67,0,0,0,0,0,0,0
7493,509.296926,183.57,0,0,0,0,0,0,0,0,0,0,0,0,0
7336,774.382806,181.01,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,136.122706,130.43,0,0,0,0,0,0,0,1164.07,1060.87,1138.34,0,0,0
4680,467.225236,148.02,718.91,846.58,832.98,0,0,0,0,2688.11,2689.53,2879.9,0,0,0
5574,492.242886,159.71,0,0,0,0,0,0,0,847.83,892.8,703.65,0,0,0
9926,622.323256,226.46,0,0,0,0,0,0,0,0,0,0,0,0,0
2951,385.261266,50.68,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,430.132576,135.38,0,0,0,687.4,701.62,623.25,0,0,0,0,0,0,0
8617,455.162626,202.28,0,0,0,0,0,0,0,0,0,0,0,0,0
11356,419.278056,431.67,0,0,0,8048.07,8244.11,8342.05,0,0,0,0,0,0,0
10849,438.060206,281.88,0,0,0,0,0,0,0,0,0,0,0,0,0
5303,585.322626,155.89,0,0,0,0,0,0,0,0,295.91,0,0,0,0
8043,838.403726,192.25,0,0,0,0,0,0,0,1120.9,1024.18,1244.78,0,0,460.29
1691,661.209156,223.74,0,0,0,1663.9,1123.81,1755.4,0,0,0,0,0,0,0
3383,526.287026,57.09,0,0,0,0,0,0,0,586.39,0,800.32,0,0,0
8960,227.125636,206.7,0,0,0,6515.53,6673.21,6142.08,0,0,0,0,0,0,0
10560,467.088056,256.94,6831.01,8049.99,7306.06,0,0,0,0,26566.89,24553.45,26956.62,10276.18,10697.22,9443.42
9542,115.127216,217.95,0,0,0,0,0,0,0,551.09,0,626.26,0,0,0
3034,447.331106,53.86,0,0,0,3663.2,4077.61,4217.6,0,0,0,0,0,0,0
5968,263.159496,165.95,0,0,0,0,0,0,0,0,0,0,0,0,0
10600,292.093816,260.4,0,0,0,0,0,0,0,987.89,1148.21,1028.65,1281.96,1126.03,1181
11175,291.193176,363.49,0,0,0,3044.9,2828.6,3567.97,0,0,0,0,0,0,0
11337,590.424916,428.58,1643.39,2015.07,1576.02,0,0,0,0,5945.18,5295.1,6392.61,1175.03,1250.55,1404.31
7477,504.281336,183.39,0,0,0,0,0,0,0,0,0,0,435.68,537.25,443.74
6268,689.358336,166.99,0,0,0,0,0,0,0,0,0,0,0,0,0
9787,698.388016,224.02,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,519.253216,142.13,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,422.194556,58.87,983.52,1391.51,1341.08,0,0,0,0,3359.66,3454.91,3404.23,0,0,0
4760,461.224956,148.56,0,0,0,0,0,0,0,703.08,680.19,579.69,0,0,0
8527,532.323956,199.92,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,675.329426,46.03,3318.8,3359.42,2880.22,0,0,0,0,14224.66,24889.79,35062.36,3807.74,3502.59,3854.57
2622,345.173866,45.7,0,0,0,0,0,0,0,1446.27,1168.71,1185.8,0,0,0
7666,215.170126,187.38,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,462.239616,42.82,0,0,0,0,0,0,0,0,0,0,0,0,0
3848,453.247336,133.44,0,0,0,0,0,0,0,0,0,0,0,0,0
6502,613.352776,171.94,0,0,0,0,0,0,0,0,0,0,0,0,0
7246,922.011826,180.16,0,0,0,0,0,0,0,0,0,0,963.67,896.46,0
8257,661.371266,195.22,0,0,0,0,0,0,0,0,0,0,0,0,0
4462,389.252006,145.02,0,0,0,1865.28,2055.75,1972.12,0,0,0,0,0,0,0
8453,449.202856,198.07,0,0,0,0,0,0,0,599.08,675.33,665.6,0,0,0
8449,750.413796,198.33,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,658.286466,239.4,0,0,0,0,0,0,0,0,0,0,0,0,0
8777,452.251826,204.43,0,0,5335.45,0,0,0,0,0,0,18591.9,0,4552.47,0
10975,453.942216,301.94,0,0,0,0,0,0,0,1093.36,1059.17,948.15,0,0,0
9946,654.354616,227.47,0,0,0,0,0,0,0,0,0,0,0,0,0
7881,586.343596,189.34,0,0,0,0,0,0,0,428.44,0,422.52,0,0,0
4575,575.785316,144.84,0,0,0,0,0,0,0,0,0,0,0,0,0
11655,605.154876,491.13,3905.86,4001.39,4220.51,0,0,0,0,4951.22,3909.66,4520.22,3364.58,3148.46,4530.88
10655,623.236736,264.44,0,0,0,791.94,767.2,640.63,0,0,0,0,0,0,0
6006,600.370996,164.94,0,0,0,0,0,0,0,0,0,0,0,0,0
7890,576.164906,191.3,0,0,0,0,0,0,0,714.76,825.36,912.61,0,0,0
3266,529.297496,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,561.195226,42.67,599.51,802.71,601.41,0,0,0,0,1866.73,1971.76,1716.14,0,0,0
1954,130.129396,242.71,0,0,0,0,0,0,0,0,0,0,0,0,0
5433,553.333256,159.03,0,0,0,0,0,0,0,0,0,0,0,0,0
7578,532.802576,186.98,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,494.204296,145.76,0,0,0,0,0,0,0,792.48,646.66,728.58,0,0,0
7363,783.427636,181.98,0,0,0,0,0,0,0,0,0,0,0,0,0
5197,604.296236,156.35,0,0,0,0,0,0,0,1089.96,1012.44,831.61,0,0,0
3440,292.118436,60.64,0,0,0,920.05,992.7,1171.31,0,0,0,0,0,0,0
9684,488.251586,221.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,491.247066,50.58,0,0,0,501.38,0,573.03,0,0,0,0,0,0,0
11181,294.293976,370.6,1987.4,2051.32,2323.67,0,0,0,0,7009.2,6653.92,6651.9,1997.85,2319.09,2241.21
2804,653.359476,49.97,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,408.238536,55.43,0,0,0,0,0,0,0,0,0,0,0,0,0
4443,244.153256,143.2,0,0,0,0,0,0,0,0,0,0,0,0,0
8278,635.338206,195.44,0,0,0,0,0,0,0,0,0,0,0,0,0
3187,330.060826,55.82,0,0,0,7863.61,6955.85,5770.54,0,0,0,0,0,0,0
9096,562.358766,209.14,2784.77,3179.32,3026.19,0,0,0,0,10053.24,10963.7,11247.45,0,0,0
6307,360.200896,167.62,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,617.328346,47.43,0,0,0,7920.41,7124.9,6058.87,0,0,0,0,0,0,0
10045,471.119216,231.52,19332.4,20807.95,16263.89,629.23,451.78,0,0,95618.07,98381.44,105411.12,13799.79,15293.53,15364.47
9063,405.249386,207.42,3139.65,3160.52,3006.08,0,0,0,0,9940.1,10463.23,10739.39,2243.75,2397.5,2414.14
4101,421.256876,139.31,0,0,0,1288.37,1334.72,1247.49,0,0,0,0,0,0,0
6236,758.347446,168.89,0,0,0,0,0,0,0,0,0,0,0,0,0
365,196.097166,138.2,0,0,0,0,0,0,0,0,0,0,0,0,0
9521,676.329586,217.1,0,0,0,0,0,0,0,0,0,0,0,0,0
4246,261.123616,142.6,0,0,0,0,1703.25,1305.89,0,0,0,0,0,0,0
6619,417.215766,173.14,0,0,0,0,0,0,0,0,0,0,0,0,0
4899,392.231516,148.95,0,0,0,1138.57,1125.44,1080,0,0,0,0,0,0,0
5955,539.447266,165.19,0,0,0,5144.66,4528.78,4695.88,0,0,0,0,0,0,0
3218,449.218066,55.58,0,0,0,0,0,0,0,0,0,0,0,0,0
5497,319.079846,158.34,0,0,0,0,0,0,0,0,0,0,0,0,0
7630,675.421276,187.76,0,0,0,0,0,0,0,0,0,0,0,0,0
7089,821.387686,179.24,0,0,0,0,0,0,0,0,0,0,0,0,0
4663,421.170756,146.52,0,0,0,0,0,0,0,745.5,859.21,765.01,0,0,0
7937,488.213636,191.18,0,0,0,0,0,0,0,786.16,672.07,648.25,0,0,0
1395,653.267606,207.19,0,0,0,0,0,0,0,0,0,0,0,0,0
8903,669.359336,205.83,0,0,0,0,0,0,0,0,0,0,0,0,0
4767,416.186146,148.67,0,0,0,0,0,0,0,1398.44,1730.12,1586.78,0,0,0
3508,545.292136,77.16,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,302.163696,128.26,0,0,0,0,0,0,0,0,0,0,0,0,0
8037,507.259976,191.67,0,0,0,0,0,0,0,808.98,974.16,974.39,0,0,0
4298,648.315506,142.92,0,0,0,0,0,0,0,0,0,0,0,0,0
7712,408.195386,188.62,0,0,0,0,0,0,0,0,0,0,0,0,0
9907,767.343686,227.95,0,0,0,0,0,0,0,0,0,0,0,0,0
5495,534.266806,158.3,0,0,0,0,0,0,0,0,0,0,0,0,0
10738,542.293876,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0
6427,411.263206,170.71,0,0,0,0,0,0,0,0,0,0,0,0,0
9423,540.374176,216.69,0,0,0,0,0,0,0,0,0,0,0,0,0
3456,364.187076,62.07,0,0,0,1001.1,985.23,1111.64,0,0,0,0,0,0,0
10933,443.031396,296.93,0,0,0,2734.35,2507.58,2879.16,0,0,0,0,0,0,0
2626,552.243996,45.76,0,0,0,815.72,989.48,809.77,0,0,0,0,0,0,0
1959,180.079916,246.22,0,0,0,1257.62,1459.05,1328.52,0,0,0,0,0,0,0
4076,501.267026,138.71,0,0,0,0,0,0,0,0,0,0,0,0,0
10972,412.083766,302.82,0,0,0,2395.06,2958.86,2885.96,0,0,0,0,0,0,0
11605,667.301166,482.95,0,0,0,0,0,0,0,0,0,0,2126.27,2173.74,2053.75
5575,517.232656,159.76,0,0,0,0,0,0,0,1020.42,1166.91,1220.19,0,0,0
4288,261.143946,142.37,0,0,0,0,0,0,0,0,0,0,0,626.31,0
11644,544.236046,491.46,0,0,0,7113.33,6413.51,8052.08,0,0,0,0,0,0,0
4826,704.361276,147.92,0,0,0,0,0,0,0,0,0,0,0,0,0
7988,675.373746,193.18,0,0,0,0,0,0,0,0,0,0,0,0,0
7241,520.229256,179.83,0,0,0,1460.78,1235.57,1494.51,0,0,0,0,0,0,0
6428,699.373746,170.39,0,0,0,0,0,0,0,0,0,0,0,0,0
6985,739.398426,179.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,378.055076,483.25,0,0,0,814.07,929.64,817.52,0,0,0,0,0,0,0
6435,521.273546,170.72,0,0,0,3042.97,3140.08,3529.58,0,0,0,0,0,0,0
5290,534.188496,156.35,0,0,0,0,0,0,0,0,0,0,0,0,0
4912,703.331176,149.64,0,0,0,0,0,0,0,0,0,0,0,0,0
6466,567.349096,169.28,0,0,0,0,0,0,0,0,0,0,0,0,0
7961,319.080336,190.2,0,0,0,0,0,0,0,0,850.87,612.13,0,0,0
3301,512.271426,58.11,569.42,611.74,606.41,0,0,0,0,2393.97,2364.9,2303.57,0,0,0
4089,572.301056,139.67,0,0,0,0,0,0,0,0,0,0,0,0,0
5423,536.307176,158.89,0,0,0,0,0,0,0,0,0,0,0,0,0
6768,684.391956,176.16,0,0,0,0,0,0,0,0,0,0,0,0,0
7395,651.319196,183.22,0,0,0,7317.58,6994.18,7380.99,0,0,0,0,0,0,0
3504,333.201856,78.81,0,0,0,0,0,0,0,0,0,0,0,0,0
728,393.213916,159.81,0,777.59,0,0,0,0,0,1400.15,1589.57,1794.78,691.09,849.48,0
10624,469.105286,260.69,0,0,0,9870.24,9833.13,9630.41,0,0,0,0,0,0,0
5710,511.268386,160.86,0,0,0,0,0,0,0,0,0,0,0,0,0
8994,560.354016,207.93,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,510.255326,132.28,0,0,0,0,0,0,0,1319.38,1110.91,1309.45,0,0,0
8246,685.378406,196.06,0,0,0,0,0,0,0,0,0,0,0,0,0
6316,623.316806,167.47,0,0,0,0,0,0,0,0,0,0,0,0,0
4567,430.174456,144.96,0,0,0,0,0,0,0,1613.85,1232.98,1343.44,0,0,0
11647,171.137196,491.1,0,0,0,8201.21,7825.66,7786.32,0,0,0,0,0,0,0
11593,563.371216,483.13,0,0,0,0,0,0,0,0,0,0,1796.93,1758.61,2914.93
9471,540.317816,218.16,0,0,0,0,0,0,0,0,0,0,0,0,0
4959,551.317986,150.07,0,0,0,0,0,0,0,0,0,0,0,0,0
10556,471.121036,256.94,0,0,0,180379.09,222814.45,209622.14,0,0,0,0,0,0,0
4397,441.226366,142.88,0,0,0,926.21,712.29,870.59,0,0,0,0,0,0,0
4264,509.267456,142.64,0,0,0,0,0,0,0,0,0,0,0,0,0
5540,677.349826,159.76,0,0,0,0,0,0,0,0,0,0,0,0,0
8590,506.298516,202.15,0,0,0,9134.52,9196.35,8603.91,0,0,0,0,0,0,0
2914,315.166756,49.67,0,0,0,0,0,0,0,0,0,589.93,0,0,0
8193,601.333616,196.11,0,0,0,0,0,0,0,0,0,0,0,0,0
8874,427.236716,206.09,1388.58,1426.18,1393.63,0,0,0,0,4883.94,4488.06,4755.3,1097.75,1144.29,1042.65
9166,725.418466,209.55,0,0,0,0,0,0,0,0,0,0,0,0,0
6950,532.323536,178.27,0,0,0,0,0,0,0,0,0,0,0,0,0
11706,383.281456,503.56,0,0,0,0,0,0,0,0,0,0,0,0,0
9900,648.284606,226.82,0,0,0,0,0,0,0,894.36,0,872.48,0,0,0
7259,372.197956,181.75,1658.26,1816.18,1705.49,0,0,0,0,4258.64,5194.74,4737.05,1118.22,1314.19,1143.16
3916,513.302466,136.26,0,0,0,0,0,0,0,0,0,0,0,0,0
7290,585.322116,183.89,0,0,0,0,0,0,0,0,0,0,0,0,0
9501,636.338486,217.42,0,0,0,0,0,0,0,0,0,0,0,0,0
6937,507.227976,176.06,0,0,0,0,0,0,0,908.29,0,829.21,0,0,0
5315,350.176366,156.82,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,667.223496,263.91,0,0,0,0,0,0,0,0,0,0,0,0,0
7438,730.358986,184.85,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,362.187986,280.15,4236.21,7432.15,7002.65,0,0,0,0,80924.13,80070.45,43606.64,5850.28,5973.76,5499.95
7264,257.149976,181.27,0,0,0,0,0,0,0,1027.73,1272.68,1083.47,0,0,0
215,564.189376,60.36,0,0,0,0,0,0,0,0,0,0,0,0,0
3589,502.250616,124.47,0,0,0,0,0,0,0,0,0,0,0,0,0
11596,657.275276,483.25,0,0,0,4229.05,3367.24,2697.07,0,0,0,0,0,0,0
7584,519.228426,185.27,0,0,440.33,0,0,0,0,1525.39,1613.89,1225.48,0,0,0
5854,528.301896,162.08,0,0,0,0,0,0,0,0,0,0,0,0,0
4955,472.235456,150.8,0,0,0,0,0,0,0,294.8,0,255.36,0,0,0
4589,453.283356,146.83,0,0,0,0,0,0,0,0,0,0,0,0,0
11104,412.082766,333.16,0,0,0,2127.79,2145.63,1983.81,0,0,0,0,0,0,0
6030,526.322496,164.14,0,0,0,0,0,0,0,0,0,0,0,0,0
10647,591.385046,263.37,0,0,0,0,0,0,0,0,0,0,0,0,0
5750,425.194736,161.41,467.78,0,612.24,0,0,0,0,1922.76,1884.73,2269.59,561.86,0,0
9148,451.094946,211.43,0,0,0,2272.85,3408.58,3115.63,0,0,0,0,0,0,0
2340,544.172216,394.85,638.49,813.3,723.05,0,0,0,0,967,830.18,809.75,693.63,690.71,0
7236,470.298076,180.71,0,0,0,0,0,0,0,0,0,0,0,0,0
4025,440.252666,137.69,0,0,0,0,0,0,0,0,0,0,0,0,0
7582,503.215536,186.79,0,0,0,7076.32,7477.49,7772.99,0,0,0,0,0,0,0
1457,576.264706,209.62,0,0,0,0,0,0,0,371.53,601.88,647.25,0,0,0
1514,564.826856,213.11,0,0,0,0,0,0,0,0,0,0,0,0,0
9273,529.264496,211.59,0,0,0,0,0,0,0,529.05,631.79,791.27,0,0,0
6242,456.283106,168.39,0,0,0,0,0,0,0,0,0,0,0,0,0
5883,592.271246,162.76,0,0,0,0,0,0,0,0,457.57,515.49,0,0,0
6735,635.339196,173.01,0,0,0,0,0,0,0,0,0,0,0,0,0
4521,508.239606,144.17,0,0,0,0,0,0,0,0,494.79,0,0,0,0
11205,435.256406,384.72,0,0,0,1026.2,1454.42,1225.95,0,0,0,0,0,0,0
7461,491.285646,182.99,0,0,0,0,0,0,0,0,0,0,0,0,0
7381,528.338276,183.92,0,0,0,0,0,0,0,0,0,0,0,0,0
10530,622.324186,252.22,0,0,0,0,0,0,0,0,0,0,0,0,0
4962,490.246566,150.19,0,0,0,0,0,0,0,0,0,0,0,0,0
6331,531.268496,167,0,0,0,0,0,0,0,780.09,597.27,1006.95,0,0,0
5954,644.305126,166.08,509.35,0,0,0,0,0,0,1724.97,1997.53,2364.75,663.44,806.47,721.28
4107,753.378196,139.42,0,0,0,0,0,0,0,0,0,0,0,0,0
7604,666.842886,185.13,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,705.292066,226.68,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,480.909616,302.18,0,0,0,1603.28,1684.4,1363.38,0,0,0,0,0,0,0
8341,532.318146,196.43,0,0,0,3019.87,3186.39,3249.57,0,0,0,0,0,0,0
2808,330.062326,50.05,0,0,0,2329.21,0,3200.21,0,0,0,0,0,0,0
1875,736.405516,233.66,0,0,0,0,0,0,0,0,0,0,0,0,0
3859,500.272916,133.91,0,0,0,0,0,0,0,0,0,0,0,0,0
332,264.151596,135.65,319.98,0,0,0,0,0,0,840.11,738.28,757.57,0,0,0
5587,546.338786,161.07,0,0,0,0,0,0,0,0,0,0,0,0,0
9786,556.296046,224.02,0,0,0,0,0,0,0,0,0,0,0,0,0
3622,430.246996,127.47,0,0,0,0,0,0,0,0,0,0,0,0,0
3150,110.147586,54.33,0,0,0,0,0,0,0,0,0,0,0,0,0
9297,663.354516,214.65,0,0,0,0,0,0,0,0,0,0,0,0,0
5696,553.270386,160.69,0,0,0,0,0,0,0,0,0,0,0,0,0
11494,508.383666,463.13,509.51,0,398.53,0,0,0,0,506.65,330.77,403.11,533.34,0,278.81
1745,540.146346,226.46,0,0,0,1002.43,736.6,887.41,0,0,0,0,0,0,0
5706,497.235586,162.44,0,0,0,0,0,0,0,0,0,0,0,0,0
3865,542.294066,134.08,0,0,0,0,0,0,0,0,0,0,0,0,0
7824,230.140886,189.84,0,0,0,0,0,0,0,0,0,0,0,0,0
4836,533.307436,149.85,0,0,0,0,0,0,0,0,0,0,0,0,0
6412,558.318786,169.11,0,0,0,0,0,0,0,686.14,691.45,588.65,0,0,0
8434,570.331576,197.99,0,0,0,0,0,0,0,0,0,0,0,0,0
8439,426.117506,198.05,0,0,0,0,0,0,0,724.3,599.2,693.05,0,0,0
3867,545.319336,134.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,407.077676,218.93,0,0,0,1663.32,1466.74,1601.52,0,0,0,0,0,0,0
3085,574.128216,55.06,0,0,0,0,0,0,0,0,0,0,0,0,0
11387,419.163756,440.41,0,0,0,661.98,870.76,871.7,0,0,0,0,0,0,0
